ID    NOME_PROG       MOTIVO               ESTADO_ANT   ESTADO_NOVO  TABELA_PAGINAS
8     fatorialV2      Fim_Page_Fault       BLOQUEADO    PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      E/S_Console          EXECUTANDO   BLOQUEADO    { [0,0,mp], [1,1,mp] }
8     fatorialV2      Fim_E/S_Console      BLOQUEADO    PRONTO       { [0,0,mp], [1,1,mp] }
8     fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
8     fatorialV2      finalizacao          EXECUTANDO   TERMINADO    { [0,0,mp], [1,1,mp] }
9     progMinimo      criacao              NULO         PRONTO       { [0,0,mp] }
9     progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,0,mp] }
10    progMinimo      criacao              NULO         PRONTO       { [0,1,mp] }
9     progMinimo      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp] }
10    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,1,mp] }
11    progMinimo      criacao              NULO         PRONTO       { [0,2,mp] }
10    progMinimo      fatia_tempo          EXECUTANDO   PRONTO       { [0,1,mp] }
9     progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,0,mp] }
9     progMinimo      finalizacao          EXECUTANDO   TERMINADO    { [0,0,mp] }
11    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,2,mp] }
12    progMinimo      criacao              NULO         PRONTO       { [0,0,mp] }
11    progMinimo      fatia_tempo          EXECUTANDO   PRONTO       { [0,2,mp] }
10    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,1,mp] }
10    progMinimo      finalizacao          EXECUTANDO   TERMINADO    { [0,1,mp] }
12    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,0,mp] }
12    progMinimo      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp] }
11    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,2,mp] }
11    progMinimo      finalizacao          EXECUTANDO   TERMINADO    { [0,2,mp] }
12    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,0,mp] }
12    progMinimo      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp] }
12    progMinimo      escalonador          PRONTO       EXECUTANDO   { [0,0,mp] }
12    progMinimo      finalizacao          EXECUTANDO   TERMINADO    { [0,0,mp] }
13    fatorialV2      criacao              NULO         PRONTO       { [0,0,mp], [1,_,_] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,_,_] }
13    fatorialV2      Page_Fault           EXECUTANDO   BLOQUEADO    { [0,0,mp], [1,_,_] }
13    fatorialV2      Fim_Page_Fault       BLOQUEADO    PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      fatia_tempo          EXECUTANDO   PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      E/S_Console          EXECUTANDO   BLOQUEADO    { [0,0,mp], [1,1,mp] }
13    fatorialV2      Fim_E/S_Console      BLOQUEADO    PRONTO       { [0,0,mp], [1,1,mp] }
13    fatorialV2      escalonador          PRONTO       EXECUTANDO   { [0,0,mp], [1,1,mp] }
13    fatorialV2      finalizacao          EXECUTANDO   TERMINADO    { [0,0,mp], [1,1,mp] }
